StudentID,CalendarNo,SemesterNo,RegisteredCHs,AchievedCHs,AchievedCHsCumul,SemesterCumul,SemesterGPA,SemesterStatus,StudentStatusDesc
"0741071001","1","1","0","0","0","0","0","5","599"
"0741071001","10","2","0","0","0","0","0","6","600"
"0741071001","13","2","0","0","0","0","0","6","600"
"0741071001","16","2","0","0","0","0","0","6","600"
"0741071001","28","3","0","0","0","0","0","3","589"
"0741071002","1","1","18","18","18","74.11","74.11","1","597"
"0741071002","2","2","16","16","34","72.44","70.56","1","597"
"0741071002","4","3","16","16","50","73.42","75.5","1","597"
"0741071002","5","4","18","18","68","74.24","76.5","1","597"
"0741071002","7","5","18","18","86","74.22","74.17","1","597"
"0741071002","8","6","15","15","101","74.96","79.2","1","597"
"0741071002","10","7","13","13","114","76.07","84.69","1","597"
"0741071002","11","8","14","14","128","76.21","77.36","1","597"
"0741071003","1","1","18","18","18","87","87","1","597"
"0741071003","2","2","16","16","34","87.26","87.56","1","597"
"0741071003","4","3","15","15","49","86.27","84","1","597"
"0741071003","5","4","18","18","67","86.55","87.33","1","597"
"0741071003","7","5","18","18","85","85.69","82.5","1","597"
"0741071003","8","6","15","15","100","84.78","79.6","1","597"
"0741071003","10","7","13","13","113","84.3","80.62","1","597"
"0741071003","11","8","15","15","128","83.11","74.13","1","597"
"0741071004","1","1","18","11","11","59.61","59.61","1","597"
"0741071004","2","2","16","10","21","62.21","65.12","3","587"
"0741071005","1","1","18","18","18","69.22","69.22","1","597"
"0741071005","2","2","16","16","34","71.74","74.56","1","597"
"0741071005","4","3","15","15","49","73.29","76.8","1","597"
"0741071005","5","4","18","18","67","74.51","77.83","1","597"
"0741071005","7","5","18","15","82","74.72","75.5","1","597"
"0741071005","8","6","12","12","94","75.4","80.25","1","597"
"0741071005","10","7","16","16","110","76.98","80.75","1","597"
"0741071005","11","8","18","18","128","75.64","67.44","1","597"
"0741071006","1","1","18","11","11","67.28","67.28","1","597"
"0741071006","2","2","16","16","27","68.44","69.75","1","597"
"0741071006","4","3","16","12","39","67.24","64.69","1","597"
"0741071006","5","4","18","15","54","66.74","65.33","1","597"
"0741071006","7","5","18","15","69","66.02","63.33","1","597"
"0741071006","8","6","15","12","81","66.64","70.2","1","597"
"0741071006","10","7","16","16","97","68.94","79.69","1","597"
"0741071006","11","8","18","18","115","69.87","72.22","1","597"
"0741071006","13","9","13","13","128","71.71","66","1","597"
"0741071007","1","1","12","2","2","47.42","47.42","3","587"
"0741071008","1","1","18","14","14","68","68","1","597"
"0741071008","2","2","16","14","28","69.24","70.62","1","597"
"0741071008","4","3","16","16","44","71.4","76","1","597"
"0741071008","5","4","18","18","62","71.25","70.83","1","597"
"0741071008","7","5","18","12","74","68.97","60.33","1","597"
"0741071008","8","6","15","12","86","68.97","69","1","597"
"0741071008","10","7","16","16","102","70.25","74.69","1","597"
"0741071008","11","8","17","14","116","70.25","66.88","1","597"
"0741071008","13","9","12","12","128","72.69","74.58","1","597"
"0741071009","1","1","12","9","9","71.25","71.25","1","597"
"0741071009","2","2","16","13","22","69.21","67.69","1","597"
"0741071009","4","3","0","0","22","69.21","0","4","598"
"0741071009","7","3","0","0","22","69.21","0","4","598"
"0741071009","8","3","0","0","22","69.21","0","4","598"
"0741071009","10","3","0","0","22","69.21","0","6","600"
"0741071009","13","3","15","15","37","77.17","87.4","1","597"
"0741071009","14","4","16","16","53","77.62","78.75","1","597"
"0741071009","16","5","18","18","71","78.32","80.5","1","597"
"0741071009","17","6","15","15","86","78","76.4","1","597"
"0741071009","19","7","19","16","102","76.9","71.74","1","597"
"0741071009","20","8","20","20","122","76.44","73.95","1","597"
"0741071009","22","9","0","0","0","0","0","6","600"
"0741071009","23","9","6","6","128","78.59","91.5","1","597"
"0741071010","1","1","18","18","18","81.44","81.44","1","597"
"0741071010","2","2","16","16","34","82.09","82.81","1","597"
"0741071010","4","3","15","15","49","81.51","80.2","1","597"
"0741071010","5","4","18","18","67","83.84","90.17","1","597"
"0741071010","7","5","18","18","85","84.29","86","1","597"
"0741071010","8","6","15","15","100","84.94","88.6","1","597"
"0741071010","10","7","13","13","113","85.11","86.38","1","597"
"0741071010","11","8","15","15","128","85.52","88.6","1","597"
"0741071011","1","1","18","15","15","68.83","68.83","1","597"
"0741071011","2","2","16","16","31","71.53","74.56","1","597"
"0741071011","4","3","15","15","46","71.06","70","1","597"
"0741071011","5","4","18","18","64","72.52","76.5","1","597"
"0741071011","7","5","18","18","82","73.54","77.33","1","597"
"0741071011","8","6","15","12","94","72.65","67.6","1","597"
"0741071011","10","7","13","13","107","73.84","83","1","597"
"0741071011","11","8","21","21","125","75.14","75.38","1","597"
"0741071011","12","9","3","3","128","75.33","60","1","597"
"0741071012","1","1","18","18","18","88.28","88.28","1","597"
"0741071012","2","2","16","16","34","91.06","94.19","1","597"
"0741071012","4","3","15","15","49","90.86","90.4","1","597"
"0741071012","5","4","18","18","67","91.97","95","1","597"
"0741071012","7","5","18","18","85","91.38","89.17","1","597"
"0741071012","8","6","15","15","100","91.35","91.2","1","597"
"0741071012","10","7","13","13","113","91.63","93.77","1","597"
"0741071012","11","8","15","15","128","90.62","83","1","597"
"0741071013","1","1","18","15","15","76.17","76.17","1","597"
"0741071013","2","2","16","13","28","74.56","72.75","1","597"
"0741071013","4","3","16","9","37","70.32","61.31","1","597"
"0741071013","5","4","18","15","52","69.13","65.83","1","597"
"0741071013","7","5","15","15","67","69.36","70.4","1","597"
"0741071013","8","6","12","12","79","70.39","77.5","1","597"
"0741071013","10","7","16","13","92","70.79","73.19","1","597"
"0741071013","11","8","15","9","101","70.26","60.4","1","597"
"0741071013","13","9","16","16","117","72.8","69.44","1","597"
"0741071013","14","10","11","8","125","73.84","64.55","1","597"
"0741071013","15","11","3","3","128","74.38","63","1","597"
"0741071014","1","1","18","11","11","57.83","57.83","1","597"
"0741071014","2","2","0","0","11","57.83","0","6","600"
"0741071014","5","2","0","0","11","57.83","0","6","600"
"0741071014","8","2","0","0","11","57.83","0","6","600"
"0741071014","11","2","0","0","11","57.83","0","6","600"
"0741071014","14","2","0","0","11","57.83","0","6","600"
"0741071014","17","2","0","0","0","0","0","6","600"
"0741071014","28","2","0","0","0","0","0","3","589"
"0741071015","1","1","18","18","18","73.11","73.11","1","597"
"0741071015","2","2","16","16","34","75.12","77.38","1","597"
"0741071015","5","2","0","0","34","75.12","0","4","598"
"0741071015","7","2","0","0","34","75.12","0","6","600"
"0741071015","10","2","0","0","34","75.12","0","6","600"
"0741071015","13","2","0","0","0","0","0","6","600"
"0741071015","16","2","0","0","0","0","0","6","600"
"0741071015","28","2","0","0","0","0","0","3","589"
"0741071016","1","1","18","18","18","75.39","75.39","1","597"
"0741071016","2","2","16","13","31","74.5","73.5","1","597"
"0741071016","4","3","16","16","47","73.34","70.88","1","597"
"0741071016","5","4","18","18","65","72.68","70.83","1","597"
"0741071016","6","5","3","3","68","74.31","84","1","597"
"0741071016","7","6","18","15","83","73.86","72.17","1","597"
"0741071016","8","7","15","15","98","74.12","75.6","1","597"
"0741071016","10","8","16","16","114","74.94","76.19","1","597"
"0741071016","11","9","14","14","128","75.02","75.64","1","597"
"0741071017","1","1","18","18","18","74.39","74.39","1","597"
"0741071017","2","2","16","13","31","71.24","67.69","1","597"
"0741071017","4","3","16","16","47","71.72","72.75","1","597"
"0741071017","5","4","18","18","65","73.38","78","1","597"
"0741071017","7","5","18","18","83","75.05","81.33","1","597"
"0741071017","8","6","15","15","98","76.11","82.2","1","597"
"0741071017","10","7","16","16","114","78.59","88.12","1","597"
"0741071017","11","8","14","14","128","79.27","84.79","1","597"
"0741071018","1","0","13","13","13","85.38","85.38","10","603"
"0741071018","1","1","14","14","27","80.94","79.21","1","597"
"0741071018","2","2","0","0","27","80.94","0","4","598"
"0741071018","4","2","0","0","27","80.94","0","6","600"
"0741071018","7","2","0","0","27","80.94","0","6","600"
"0741071018","10","2","0","0","27","80.94","0","6","600"
"0741071018","13","2","0","0","0","0","0","6","600"
"0741071018","16","2","0","0","0","0","0","6","600"
"0741071018","28","2","0","0","0","0","0","3","589"
"0741071019","1","1","15","11","11","67.73","67.73","1","597"
"0741071019","2","2","16","16","27","68.9","70","1","597"
"0741071019","4","3","16","16","43","72.47","79.38","1","597"
"0741071019","5","4","18","18","61","75.75","84.33","1","597"
"0741071019","7","5","18","18","79","76.93","81.17","1","597"
"0741071019","8","6","15","15","94","77.46","80.4","1","597"
"0741071019","10","7","17","17","111","79.98","85.12","1","597"
"0741071019","11","8","17","17","128","80.05","80.47","1","597"
"0741071020","1","1","15","12","12","66","66","1","597"
"0741071020","2","2","16","16","28","70.23","74.19","1","597"
"0741071020","4","3","16","16","44","68.32","64.62","1","597"
"0741071020","5","4","15","9","53","65.77","57.8","1","597"
"0741071020","7","5","18","12","65","65.41","64.17","1","597"
"0741071020","8","6","15","12","77","64.78","61.4","1","597"
"0741071020","10","7","16","13","90","65.33","66.5","1","597"
"0741071020","11","8","17","17","107","66.61","72.29","1","597"
"0741071020","13","9","15","15","122","68.64","74","1","597"
"0741071020","14","10","6","6","128","69.53","61.5","1","597"
"0741072001","2","1","14","11","11","72","72","1","597"
"0741072001","4","2","0","0","11","72","0","4","598"
"0741072001","5","2","0","0","11","72","0","4","598"
"0741072001","7","2","0","0","11","72","0","6","600"
"0741072001","10","2","0","0","11","72","0","6","600"
"0741072001","13","2","0","0","0","0","0","6","600"
"0741072001","16","2","0","0","0","0","0","6","600"
"0741072001","28","2","0","0","0","0","0","3","589"
"0743061001","1","1","18","3","3","46","46","3","587"
"0743061002","1","1","18","18","18","72.67","72.67","1","597"
"0743061002","2","2","19","19","37","71","69.42","1","597"
"0743061002","4","3","0","0","37","71","0","0","604"
"0743061003","1","1","18","18","18","89","89","1","597"
"0743061003","2","2","19","19","37","86.43","84","1","597"
"0743061003","3","3","6","6","43","86.79","89","1","597"
"0743061003","4","4","17","17","60","83.05","73.59","1","597"
"0743061003","5","5","16","16","76","81.68","76.56","1","597"
"0743061004","1","1","18","18","18","88","88","1","597"
"0743061004","2","2","19","19","37","86.43","84.95","1","597"
"0743061004","3","3","6","6","43","86.09","84","1","597"
"0743061004","4","4","17","17","60","82.73","74.24","1","597"
"0743061004","5","5","16","16","76","81.25","75.69","1","597"
"0743061005","1","1","12","0","0","39","39","3","587"
"0743061006","1","0","8","8","8","76.88","76.88","10","603"
"0743061006","1","1","12","12","20","66.75","60","1","597"
"0743061006","2","2","14","14","34","66.44","66","1","597"
"0743061006","3","3","6","6","40","68.25","78.5","1","597"
"0743061006","4","4","17","17","57","69.49","72.41","1","597"
"0743061006","5","5","19","19","76","70.24","72.47","1","597"
"0743061007","1","1","12","0","0","35","35","3","587"
"0743061008","1","1","18","12","12","52.67","52.67","1","597"
"0743061008","2","2","0","0","12","52.67","0","6","600"
"0743061008","5","2","0","0","12","52.67","0","6","600"
"0743061008","8","2","0","0","12","52.67","0","6","600"
"0743061008","11","2","0","0","12","52.67","0","6","600"
"0743061008","14","2","0","0","12","52.67","0","6","600"
"0743061008","17","2","0","0","0","0","0","6","600"
"0743061008","28","2","0","0","0","0","0","3","589"
"0745141001","1","1","18","18","18","79.5","79.5","1","597"
"0745141001","2","2","16","16","34","78.41","77.19","1","597"
"0745141001","3","3","6","6","40","77.75","74","1","597"
"0745141001","4","4","15","15","55","77.31","76.13","1","597"
"0745141001","5","5","14","14","69","77.68","79.14","1","597"
"0745141002","1","1","18","18","18","69","69","1","597"
"0745141002","2","2","16","16","34","69.76","70.62","1","597"
"0745141002","4","3","15","15","49","72.04","77.2","1","597"
"0745141002","5","4","17","17","66","73.68","78.41","1","597"
"0745141002","6","5","3","3","69","74.13","84","1","597"
"0745141003","1","1","18","18","18","73.17","73.17","1","597"
"0745141003","2","2","16","16","34","73.09","73","1","597"
"0745141003","3","3","6","6","40","73","72.5","1","597"
"0745141003","4","4","12","12","52","75.87","85.42","1","597"
"0745141003","5","5","17","17","69","75.13","72.88","1","597"
"0745141004","1","1","15","12","12","49","49","3","587"
"0745141005","1","1","18","18","18","75.33","75.33","1","597"
"0745141005","2","2","16","16","34","72.82","70","1","597"
"0745141005","4","3","18","18","52","72.04","70.56","1","597"
"0745141005","5","4","17","17","69","73.03","76.06","1","597"
"0745141006","1","1","18","18","18","92.83","92.83","1","597"
"0745141006","2","2","16","16","34","89.74","86.25","1","597"
"0745141006","4","3","18","18","52","90.71","92.56","1","597"
"0745141006","5","4","17","17","69","91.1","92.29","1","597"
"0745141007","1","1","18","18","18","59","59","1","597"
"0745141007","2","2","10","10","28","64.57","74.6","1","597"
"0745141007","3","3","6","6","34","64.91","66.5","1","597"
"0745141007","4","4","15","15","49","66.65","70.6","1","597"
"0745141007","5","5","14","14","63","66.75","67.07","1","597"
"0745141007","7","5","0","0","63","66.75","0","4","598"
"0745141007","8","6","6","6","69","66.38","62.5","1","597"
"0745141008","1","1","15","15","15","64","64","1","597"
"0745141008","2","2","13","13","28","64.32","64.69","1","597"
"0745141008","3","3","6","6","34","68.76","89.5","1","597"
"0745141008","4","4","15","15","49","68.35","67.4","1","597"
"0745141008","5","5","14","14","63","69.7","74.43","1","597"
"0745141008","6","6","6","6","69","69.68","69.5","1","597"
"0745141009","1","1","18","18","18","72.67","72.67","1","597"
"0745141009","2","2","16","16","34","73.47","74.38","1","597"
"0745141009","4","3","18","18","52","75.5","79.33","1","597"
"0745141009","5","4","17","17","69","77.54","83.76","1","597"
"0745141010","1","1","18","18","18","56.67","56.67","1","597"
"0745141010","2","2","16","16","34","57.32","58.06","1","597"
"0745141010","4","3","15","15","49","61.69","71.6","1","597"
"0745141010","5","4","20","20","69","66.1","76.9","1","597"
"0745141011","1","1","18","15","15","55.67","55.67","1","597"
"0745141011","2","2","16","13","28","59.35","63.5","1","597"
"0745141011","3","3","6","6","34","60.05","54.5","1","597"
"0745141011","4","4","15","12","46","59.08","56.67","1","597"
"0745141011","5","5","14","14","60","59.97","63.29","1","597"
"0745141011","6","6","6","6","66","62.19","75","1","597"
"0745141011","7","7","3","3","69","64.45","92","1","597"
"0745141012","1","1","18","18","18","62","62","1","597"
"0745141012","2","2","16","16","34","61.59","61.12","1","597"
"0745141012","4","3","15","15","49","64.1","69.8","1","597"
"0745141012","5","4","17","17","66","65.08","67.88","1","597"
"0745141012","6","5","3","3","69","65.46","74","1","597"
"0745141013","1","1","18","18","18","68.5","68.5","1","597"
"0745141013","2","2","16","16","34","69.26","70.12","1","597"
"0745141013","3","3","6","6","40","69.9","73.5","1","597"
"0745141013","4","4","15","15","55","69.25","67.53","1","597"
"0745141013","5","5","14","14","69","70.49","75.36","1","597"
"0745141014","1","1","18","18","18","81.67","81.67","1","597"
"0745141014","2","2","16","16","34","81.71","81.75","1","597"
"0745141014","4","3","18","18","52","82.92","85.22","1","597"
"0745141014","5","4","17","17","69","84.26","88.35","1","597"
"0745141015","1","1","18","15","15","56.83","56.83","1","597"
"0745141015","2","2","16","13","28","57.21","57.62","1","597"
"0745141015","4","3","15","15","43","59.65","65.2","1","597"
"0745141015","5","4","14","14","57","62","70.21","1","597"
"0745141015","6","5","6","6","63","61.61","57.5","1","597"
"0745141015","7","6","6","6","69","63.91","67.5","1","597"
"0745141016","1","1","18","0","0","39.67","39.67","3","587"
"0745141017","1","1","18","15","15","61.5","61.5","1","597"
"0745141017","2","2","16","14","29","58.74","55.62","1","597"
"0745141017","4","3","12","8","37","58.74","58.75","1","597"
"0745141017","5","4","14","14","51","60.88","67.93","1","597"
"0745141017","6","5","9","9","60","62.29","71.67","1","597"
"0745141017","7","6","7","7","67","63.94","55.29","1","597"
"0745141017","8","7","2","2","69","64.46","53","1","597"
"0745141018","1","1","18","18","18","67.5","67.5","1","597"
"0745141018","2","2","16","13","31","67.68","67.88","1","597"
"0745141018","3","3","6","6","37","71.92","81.5","1","597"
"0745141018","4","4","9","9","46","71.63","70.44","1","597"
"0745141018","5","5","14","14","60","72.33","74.64","1","597"
"0745141018","6","6","9","9","69","72.59","74.33","1","597"
"0745141019","1","1","18","18","18","77.33","77.33","1","597"
"0745141019","2","2","16","16","34","75.32","73.06","1","597"
"0745141019","4","3","18","18","52","77.15","80.61","1","597"
"0745141019","5","4","17","17","69","78.13","81.12","1","597"
"0745141020","1","1","18","18","18","76.83","76.83","1","597"
"0745141020","2","2","16","16","34","72.38","67.38","1","597"
"0745141020","4","3","18","18","52","73.79","76.44","1","597"
"0745141020","5","4","17","17","69","74.41","76.29","1","597"
"0745141021","1","1","18","18","18","66.17","66.17","1","597"
"0745141021","2","2","16","16","34","63.41","60.31","1","597"
"0745141021","3","3","6","6","40","64.92","73.5","1","597"
"0745141021","4","4","12","10","50","62.88","56.08","1","597"
"0745141021","5","5","17","17","67","63","63.35","1","597"
"0745141021","7","6","2","2","69","63.64","65","1","597"
"0745141022","1","1","18","18","18","60.17","60.17","1","597"
"0745141022","2","2","16","16","34","61.41","62.81","1","597"
"0745141022","3","3","6","6","40","60.98","58.5","1","597"
"0745141022","4","4","12","5","45","57.15","44.42","1","597"
"0745141022","5","5","17","14","59","56.87","56","1","597"
"0745141022","7","6","10","8","67","59.36","57.8","1","597"
"0745141022","8","7","2","2","69","60","57","1","597"
"0745141023","1","1","18","18","18","62.67","62.67","1","597"
"0745141023","2","2","13","13","31","66.97","72.92","1","597"
"0745141023","4","3","0","0","31","66.97","0","6","600"
"0745141023","7","3","0","0","31","66.97","0","6","600"
"0745141023","10","3","0","0","31","66.97","0","6","600"
"0745141023","13","3","0","0","0","0","0","6","600"
"0745141023","16","3","0","0","0","0","0","6","600"
"0745141023","28","3","0","0","0","0","0","3","589"
"0745141024","1","1","18","18","18","70.67","70.67","1","597"
"0745141024","2","2","16","16","34","74.26","78.31","1","597"
"0745141024","4","3","18","18","52","76.83","81.67","1","597"
"0745141024","5","4","17","17","69","79.78","88.82","1","597"
"0745141025","1","1","18","18","18","69.5","69.5","1","597"
"0745141025","2","2","13","13","31","70.71","72.38","1","597"
"0745141025","3","3","6","6","37","72.46","81.5","1","597"
"0745141025","4","4","12","12","49","73.06","74.92","1","597"
"0745141025","5","5","14","14","63","73.65","75.71","1","597"
"0745141025","6","6","6","6","69","73.55","72.5","1","597"
"0745141026","1","1","18","18","18","85.33","85.33","1","597"
"0745141026","2","2","16","16","34","85.53","85.75","1","597"
"0745141026","4","3","18","18","52","83.81","80.56","1","597"
"0745141026","5","4","17","17","69","86.13","93.24","1","597"
"0745141027","1","1","18","18","18","58.17","58.17","1","597"
"0745141027","2","2","0","0","18","58.17","0","4","598"
"0745141027","4","2","10","5","23","55.29","50.1","3","589"
"0745141027","5","3","11","11","34","56.72","60.36","1","628"
"0745141027","7","4","13","11","45","59","58.46","1","628"
"0745141027","8","5","0","0","45","59","0","6","600"
"0745141027","11","5","0","0","45","59","0","6","600"
"0745141027","14","5","0","0","45","59","0","6","600"
"0745141027","17","5","0","0","0","0","0","6","600"
"0745141027","28","5","0","0","0","0","0","3","589"
"0745141028","1","1","18","18","18","70","70","1","597"
"0745141028","2","2","16","16","34","69.15","68.19","1","597"
"0745141028","3","3","6","6","40","69.88","74","1","597"
"0745141028","4","4","15","15","55","69.95","70.13","1","597"
"0745141028","5","5","14","14","69","72.16","80.86","1","597"
"0745141029","1","1","12","12","12","75","75","1","597"
"0745141029","2","2","16","16","28","72.79","71.12","1","597"
"0745141029","4","3","15","15","43","75.93","81.8","1","597"
"0745141029","5","4","17","17","60","78.23","84.06","1","597"
"0745141029","7","5","9","9","69","78.64","81.33","1","597"
"0745141030","1","1","18","18","18","71.5","71.5","1","597"
"0745141030","2","2","16","16","34","70.94","70.31","1","597"
"0745141030","4","3","15","15","49","72.82","77.07","1","597"
"0745141030","5","4","17","17","66","73.61","75.88","1","597"
"0745141030","6","5","3","3","69","73.97","82","1","597"
"0745141031","1","1","18","18","18","65.83","65.83","1","597"
"0745141031","2","2","16","16","34","66.85","68","1","597"
"0745141031","4","3","15","15","49","67.71","69.67","1","597"
"0745141031","5","4","17","17","66","69.24","73.65","1","597"
"0745141031","6","5","3","3","69","69.49","75","1","597"
"0745141032","1","1","18","9","9","46.17","46.17","3","587"
"0745141033","1","1","0","0","0","0","0","5","599"
"0745141033","10","1","0","0","0","0","0","6","600"
"0745141033","13","1","0","0","0","0","0","6","600"
"0745141033","16","1","0","0","0","0","0","6","600"
"0745141033","28","1","0","0","0","0","0","3","589"
"0745141034","1","1","0","0","0","0","0","5","599"
"0745141034","10","1","0","0","0","0","0","6","600"
"0745141034","13","1","0","0","0","0","0","6","600"
"0745141034","16","1","0","0","0","0","0","6","600"
"0745141034","28","1","0","0","0","0","0","3","589"
"0745141035","1","1","18","6","6","45.67","45.67","3","587"
"0745141036","1","0","9","9","9","68.67","68.67","10","603"
"0745141036","1","1","12","12","21","76.57","82.5","1","597"
"0745141036","2","2","16","16","37","77.27","78.19","1","597"
"0745141036","3","3","6","6","43","78.07","83","1","597"
"0745141036","4","4","9","9","52","79.56","86.67","1","597"
"0745141036","5","5","17","17","69","80.06","81.59","1","597"
"0745141037","1","1","15","12","12","62.8","62.8","1","597"
"0745141037","2","2","16","14","26","63.94","65","1","597"
"0745141037","3","3","6","6","32","65.49","73.5","1","597"
"0745141037","4","4","15","15","47","66.52","69.07","1","597"
"0745141037","5","5","16","16","63","68.58","71.94","1","597"
"0745141037","6","6","3","3","66","68.77","73","1","597"
"0745141037","7","7","6","6","69","71.2","76.5","1","597"
"0745141038","1","1","18","18","18","66.83","66.83","1","597"
"0745141038","2","2","16","13","31","64.94","62.81","1","597"
"0745141038","3","3","6","6","37","69","78.5","1","597"
"0745141038","4","4","15","15","52","68.25","66.4","1","597"
"0745141038","5","5","17","17","69","69.91","75","1","597"
"0745141039","1","1","18","18","18","65.83","65.83","1","597"
"0745141039","2","2","16","16","34","70.41","75.56","1","597"
"0745141039","4","3","18","18","52","73.29","78.72","1","597"
"0745141039","5","4","17","17","69","74.01","76.24","1","597"
"0745141040","1","1","18","18","18","67.17","67.17","1","597"
"0745141040","2","2","16","16","34","67.94","68.81","1","597"
"0745141040","4","3","18","18","52","67.88","67.78","1","597"
"0745141040","5","4","17","17","69","67.94","68.12","1","597"
"0745141041","1","1","18","18","18","73.5","73.5","1","597"
"0745141041","2","2","16","16","34","74.44","75.5","1","597"
"0745141041","4","3","18","15","49","70.63","63.44","1","597"
"0745141041","5","4","17","17","66","71.84","75.53","1","597"
"0745141041","7","5","0","0","66","71.84","0","6","600"
"0745141041","8","5","3","3","69","73.06","73","1","597"
"0745141042","1","1","18","12","12","59.83","59.83","1","597"
"0745141042","2","2","16","16","28","58.59","57.19","1","597"
"0745141042","4","3","15","15","43","60.61","65.2","1","597"
"0745141042","5","4","17","17","60","62.42","67.65","1","597"
"0745141042","6","5","6","6","66","64.28","73","1","597"
"0745141042","7","6","3","3","69","65.67","74","1","597"
"0745141043","1","1","18","18","18","57.33","57.33","1","597"
"0745141043","2","2","16","10","28","53.97","50.19","3","587"
"0745141044","1","1","15","15","15","59","59","1","597"
"0745141044","2","2","16","13","28","59.42","59.81","1","597"
"0745141044","4","3","0","0","28","59.42","0","4","598"
"0745141044","8","3","13","13","41","60.82","64.15","1","597"
"0745141044","10","4","18","18","59","64.15","72.28","1","597"
"0745141044","11","5","10","10","69","66.01","70.1","1","597"
"0745141045","1","1","18","18","18","62.17","62.17","1","597"
"0745141045","2","2","16","16","34","65.76","69.81","1","597"
"0745141045","4","3","15","15","49","65.8","65.87","1","597"
"0745141045","5","4","17","17","66","68.64","76.82","1","597"
"0745141045","6","5","3","3","69","69.17","81","1","597"
"0745141046","1","1","12","0","0","35","35","3","587"
"0745141047","1","0","6","6","6","77","77","10","603"
"0745141047","1","1","15","15","21","88.14","92.6","1","597"
"0745141047","2","2","13","13","34","87.79","87.23","1","597"
"0745141047","4","3","18","18","52","89","91.28","1","597"
"0745141047","5","4","17","17","69","89.75","92.06","1","597"
"0745141048","1","1","18","12","12","54.5","54.5","1","597"
"0745141048","2","2","13","13","25","59.39","66.15","1","597"
"0745141048","3","3","6","6","31","60.3","65","1","597"
"0745141048","4","4","18","18","49","63.84","64.83","1","597"
"0745141048","5","5","14","11","60","62.62","58.36","1","597"
"0745141048","6","6","9","9","69","63.17","59.67","1","597"
"0745141049","1","1","18","18","18","61.33","61.33","1","597"
"0745141049","2","2","16","16","34","62.18","63.12","1","597"
"0745141049","4","3","15","15","49","62.59","63.53","1","597"
"0745141049","5","4","17","17","66","64.15","68.65","1","597"
"0745141049","7","5","0","0","66","64.15","0","4","598"
"0745141049","8","5","0","0","66","64.15","0","4","598"
"0745141049","10","5","0","0","66","64.15","0","6","600"
"0745141049","13","5","0","0","0","0","0","6","600"
"0745141049","16","5","0","0","0","0","0","6","600"
"0745141049","28","5","0","0","0","0","0","3","589"
"0745141050","1","1","15","12","12","59.4","59.4","1","597"
"0745141050","2","2","16","16","28","60.06","60.69","1","597"
"0745141050","3","3","6","6","34","61.76","70.5","1","597"
"0745141050","4","4","15","12","46","62.75","65.2","1","597"
"0745141050","5","5","17","17","63","65.67","74.59","1","597"
"0745141050","6","6","6","6","69","68.75","78.5","1","597"
"0745141051","1","1","12","12","12","68.25","68.25","1","597"
"0745141051","2","2","16","16","28","66.18","64.62","1","597"
"0745141051","4","3","15","15","43","65.6","64.53","1","597"
"0745141051","5","4","17","17","60","69.53","79.47","1","597"
"0745141051","6","5","9","9","69","71.03","81","1","597"
"0745141052","1","1","15","15","15","81.8","81.8","1","597"
"0745141052","2","2","16","10","25","72.03","62.88","1","597"
"0745141052","4","3","0","0","25","72.03","0","6","600"
"0745141052","7","3","0","0","25","72.03","0","6","600"
"0745141052","10","3","0","0","25","72.03","0","6","600"
"0745141052","13","3","0","0","0","0","0","6","600"
"0745141052","16","3","0","0","0","0","0","6","600"
"0745141052","28","3","0","0","0","0","0","3","589"
"0745141053","1","1","18","18","18","76.5","76.5","1","597"
"0745141053","2","2","16","16","34","76.44","76.38","1","597"
"0745141053","4","3","18","18","52","74.52","70.89","1","597"
"0745141053","5","4","17","17","69","76.12","81","1","597"
"0745141054","1","1","18","18","18","87","87","1","597"
"0745141054","2","2","16","16","34","84.06","80.75","1","597"
"0745141054","4","3","18","18","52","82.81","80.44","1","597"
"0745141054","5","4","17","17","69","84.2","88.47","1","597"
"0745141055","1","1","18","18","18","73.5","73.5","1","597"
"0745141055","2","2","16","16","34","71.38","69","1","597"
"0745141055","4","3","18","18","52","69.9","67.11","1","597"
"0745141055","5","4","17","17","69","71.49","76.35","1","597"
"0745141056","1","1","12","12","12","84","84","1","597"
"0745141056","2","2","16","16","28","78.79","74.88","1","597"
"0745141056","3","3","6","6","34","80.06","86","1","597"
"0745141056","4","4","15","15","49","80.63","81.93","1","597"
"0745141056","5","5","20","20","69","83.33","89.95","1","597"
"0745141057","1","1","15","15","15","75.6","75.6","1","597"
"0745141057","2","2","13","13","28","73.29","70.62","1","597"
"0745141057","4","3","18","15","43","68","59.78","1","597"
"0745141057","5","4","17","17","60","69.56","73.76","1","597"
"0745141057","6","5","9","9","69","71.72","77.67","1","597"
"0745141058","1","1","18","15","15","53.5","53.5","1","597"
"0745141058","2","2","16","7","22","53.64","53.9","3","587"
"0745141059","1","1","18","15","15","69.17","69.17","1","597"
"0745141059","2","2","13","10","25","68.42","67.38","1","597"
"0745141059","4","3","15","13","38","67.93","66.93","1","597"
"0745141059","5","4","17","17","55","70.54","77.59","1","597"
"0745141059","7","5","8","8","63","71.97","61.62","1","597"
"0745141059","8","6","6","6","69","72.32","61.5","1","597"
"0745141060","1","1","18","18","18","76.67","76.67","1","597"
"0745141060","2","2","13","13","31","74.71","72","1","597"
"0745141060","3","3","6","6","37","75.65","80.5","1","597"
"0745141060","4","4","15","15","52","76.69","79.27","1","597"
